vector_type,size,algorithm,time_ns,comparisons
reversed,2800,TernaryQuickSort,19012000,50679
reversed,2900,MergeSort,6469666,27369
reversed,2900,MsdRadixQuickSort,14701458,24734
reversed,2900,MsdRadixSort,7682708,0
reversed,2900,QuickSort,19666291,249500
reversed,2900,StringMergeSort,7012708,11698
reversed,2900,TernaryQuickSort,21392542,58955
reversed,3000,MergeSort,6404208,28214
reversed,3000,MsdRadixQuickSort,14996625,25771
reversed,3000,MsdRadixSort,7507333,0
reversed,3000,QuickSort,20921542,266584
reversed,3000,StringMergeSort,7248709,12009
reversed,3000,TernaryQuickSort,21697709,55471
reversed,100,MergeSort,178042,690
reversed,100,MsdRadixQuickSort,498209,796
reversed,100,MsdRadixSort,298791,0
reversed,100,QuickSort,515375,8412
reversed,100,StringMergeSort,187250,386
reversed,100,TernaryQuickSort,522042,1110
reversed,200,MergeSort,350875,1494
reversed,200,MsdRadixQuickSort,992875,1794
reversed,200,MsdRadixSort,555500,0
reversed,200,QuickSort,1120166,15917
reversed,200,StringMergeSort,454542,791
reversed,200,TernaryQuickSort,1233792,2668
reversed,300,MergeSort,549667,2295
reversed,300,MsdRadixQuickSort,1489375,2593
reversed,300,MsdRadixSort,823958,0
reversed,300,QuickSort,1619416,24285
reversed,300,StringMergeSort,618916,1171
reversed,300,TernaryQuickSort,1781000,3917
reversed,400,MergeSort,747000,3173
reversed,400,MsdRadixQuickSort,2013334,3501
reversed,400,MsdRadixSort,1072750,0
reversed,400,QuickSort,2245708,32862
reversed,400,StringMergeSort,814875,1582
reversed,400,TernaryQuickSort,2390417,5913
reversed,500,MergeSort,936375,3894
reversed,500,MsdRadixQuickSort,2506834,4390
reversed,500,MsdRadixSort,1336167,0
reversed,500,QuickSort,2886667,42594
reversed,500,StringMergeSort,1024958,1917
reversed,500,TernaryQuickSort,3038583,7520
reversed,600,MergeSort,1176834,4954
reversed,600,MsdRadixQuickSort,3150458,5257
reversed,600,MsdRadixSort,1703375,0
reversed,600,QuickSort,3695334,49872
reversed,600,StringMergeSort,1376542,2374
reversed,600,TernaryQuickSort,3849708,8475
reversed,700,MergeSort,1376625,5889
reversed,700,MsdRadixQuickSort,3567625,5971
reversed,700,MsdRadixSort,1942000,0
reversed,700,QuickSort,4267209,58907
reversed,700,StringMergeSort,1659542,2755
reversed,700,TernaryQuickSort,4343042,10468
reversed,800,MergeSort,1585042,6736
reversed,800,MsdRadixQuickSort,4002917,6657
reversed,800,MsdRadixSort,2197750,0
reversed,800,QuickSort,5486000,69353
reversed,800,StringMergeSort,1729791,3140
reversed,800,TernaryQuickSort,4837084,11903
reversed,900,MergeSort,1757292,7578
reversed,900,MsdRadixQuickSort,4442459,7836
reversed,900,MsdRadixSort,2417459,0
reversed,900,QuickSort,5244125,73574
reversed,900,StringMergeSort,1915417,3548
reversed,900,TernaryQuickSort,5569250,14154
reversed,1000,MergeSort,1955250,8215
reversed,1000,MsdRadixQuickSort,5142500,8776
reversed,1000,MsdRadixSort,2624833,0
reversed,1000,QuickSort,6037583,84432
reversed,1000,StringMergeSort,2129250,3800
reversed,1000,TernaryQuickSort,6231000,15650
reversed,1100,MergeSort,2178792,9383
reversed,1100,MsdRadixQuickSort,5562959,9460
reversed,1100,MsdRadixSort,2897000,0
reversed,1100,QuickSort,7091541,94160
reversed,1100,StringMergeSort,2401958,4300
reversed,1100,TernaryQuickSort,6957958,17380
reversed,1200,MergeSort,2483625,10499
reversed,1200,MsdRadixQuickSort,6213209,10544
reversed,1200,MsdRadixSort,3276916,0
reversed,1200,QuickSort,7544792,101927
reversed,1200,StringMergeSort,2650000,4770
reversed,1200,TernaryQuickSort,8201791,21157
reversed,1300,MergeSort,2624875,11349
reversed,1300,MsdRadixQuickSort,6540125,11142
reversed,1300,MsdRadixSort,3411916,0
reversed,1300,QuickSort,7922792,111525
reversed,1300,StringMergeSort,2958750,5058
reversed,1300,TernaryQuickSort,8715292,24531
reversed,1400,MergeSort,2839042,12385
reversed,1400,MsdRadixQuickSort,7075292,12132
reversed,1400,MsdRadixSort,3698459,0
reversed,1400,QuickSort,8918833,120303
reversed,1400,StringMergeSort,3168791,5503
reversed,1400,TernaryQuickSort,9727292,26396
reversed,1500,MergeSort,3101000,13350
reversed,1500,MsdRadixQuickSort,7879458,12942
reversed,1500,MsdRadixSort,3971625,0
reversed,1500,QuickSort,9727083,131878
reversed,1500,StringMergeSort,3372917,5970
reversed,1500,TernaryQuickSort,10290125,25907
reversed,1600,MergeSort,3333917,14290
reversed,1600,MsdRadixQuickSort,8219708,14164
reversed,1600,MsdRadixSort,4313583,0
reversed,1600,QuickSort,10381500,139134
reversed,1600,StringMergeSort,3597833,6330
reversed,1600,TernaryQuickSort,10953542,29147
reversed,1700,MergeSort,3545625,15222
reversed,1700,MsdRadixQuickSort,8721791,15435
reversed,1700,MsdRadixSort,4391042,0
reversed,1700,QuickSort,10821833,145839
reversed,1700,StringMergeSort,3770500,6715
reversed,1700,TernaryQuickSort,11843250,31048
reversed,1800,MergeSort,3736792,16032
reversed,1800,MsdRadixQuickSort,9130625,15188
reversed,1800,MsdRadixSort,4806083,0
reversed,1800,QuickSort,11729292,154441
reversed,1800,StringMergeSort,4091041,7105
reversed,1800,TernaryQuickSort,11834791,31534
reversed,1900,MergeSort,3971333,16824
reversed,1900,MsdRadixQuickSort,9479458,16570
reversed,1900,MsdRadixSort,4849750,0
reversed,1900,QuickSort,12533459,165329
reversed,1900,StringMergeSort,4291208,7388
reversed,1900,TernaryQuickSort,12598625,33734
reversed,2000,MergeSort,4136917,17441
reversed,2000,MsdRadixQuickSort,10139500,16969
reversed,2000,MsdRadixSort,5199791,0
reversed,2000,QuickSort,13460917,176569
reversed,2000,StringMergeSort,4491458,7670
reversed,2000,TernaryQuickSort,13604834,36333
reversed,2100,MergeSort,4449250,18446
reversed,2100,MsdRadixQuickSort,10668542,18579
reversed,2100,MsdRadixSort,5532417,0
reversed,2100,QuickSort,14000958,183187
reversed,2100,StringMergeSort,4841667,8040
reversed,2100,TernaryQuickSort,14698458,42497
reversed,2200,MergeSort,4537083,19798
reversed,2200,MsdRadixQuickSort,10932541,18528
reversed,2200,MsdRadixSort,5574250,0
reversed,2200,QuickSort,14231500,189565
reversed,2200,StringMergeSort,5010792,8659
reversed,2200,TernaryQuickSort,14564959,38578
reversed,2300,MergeSort,4873333,20933
reversed,2300,MsdRadixQuickSort,11891500,20013
reversed,2300,MsdRadixSort,5946584,0
reversed,2300,QuickSort,15011625,199060
reversed,2300,StringMergeSort,5177625,9139
reversed,2300,TernaryQuickSort,15792541,43482
reversed,2400,MergeSort,5086000,22248
reversed,2400,MsdRadixQuickSort,11922500,20405
reversed,2400,MsdRadixSort,6292000,0
reversed,2400,QuickSort,16597958,213397
reversed,2400,StringMergeSort,5517333,9645
reversed,2400,TernaryQuickSort,15931958,41683
reversed,2500,MergeSort,5337416,23187
reversed,2500,MsdRadixQuickSort,12854500,21728
reversed,2500,MsdRadixSort,6528167,0
reversed,2500,QuickSort,16759666,215500
reversed,2500,StringMergeSort,5763417,9952
reversed,2500,TernaryQuickSort,17076791,48076
reversed,2600,MergeSort,5482625,24178
reversed,2600,MsdRadixQuickSort,13076875,23023
reversed,2600,MsdRadixSort,6680916,0
reversed,2600,QuickSort,16985083,224461
reversed,2600,StringMergeSort,6001500,10308
reversed,2600,TernaryQuickSort,17653250,48598
reversed,2700,MergeSort,5782583,25352
reversed,2700,MsdRadixQuickSort,13484166,23042
reversed,2700,MsdRadixSort,6942709,0
reversed,2700,QuickSort,18269083,235622
reversed,2700,StringMergeSort,6165250,10871
reversed,2700,TernaryQuickSort,19794916,60098
reversed,2800,MergeSort,6034583,26132
reversed,2800,MsdRadixQuickSort,14254458,24316
reversed,2800,MsdRadixSort,7323417,0
reversed,2800,QuickSort,19003292,244705
reversed,2800,StringMergeSort,6470292,11060
reversed,2800,TernaryQuickSort,19567250,50638
reversed,2900,MergeSort,6279500,27380
reversed,2900,MsdRadixQuickSort,14924167,25578
reversed,2900,MsdRadixSort,7335750,0
reversed,2900,QuickSort,19209917,250321
reversed,2900,StringMergeSort,6663458,11691
reversed,2900,TernaryQuickSort,19228209,52636
reversed,3000,MergeSort,6598125,28152
reversed,3000,MsdRadixQuickSort,15200625,25929
reversed,3000,MsdRadixSort,7769041,0
reversed,3000,QuickSort,20266834,261564
reversed,3000,StringMergeSort,6862708,11953
reversed,3000,TernaryQuickSort,20741416,58353
reversed,100,MergeSort,168291,668
reversed,100,MsdRadixQuickSort,493667,758
reversed,100,MsdRadixSort,247666,0
reversed,100,QuickSort,473583,7518
reversed,100,StringMergeSort,188500,372
reversed,100,TernaryQuickSort,532416,1285
reversed,200,MergeSort,352083,1439
reversed,200,MsdRadixQuickSort,967166,1575
reversed,200,MsdRadixSort,524084,0
reversed,200,QuickSort,1081375,16446
reversed,200,StringMergeSort,392333,755
reversed,200,TernaryQuickSort,1194291,2401
reversed,300,MergeSort,657083,2335
reversed,300,MsdRadixQuickSort,1585375,2559
reversed,300,MsdRadixSort,792542,0
reversed,300,QuickSort,1733458,25157
reversed,300,StringMergeSort,626000,1192
reversed,300,TernaryQuickSort,1728334,3944
reversed,400,MergeSort,750000,3108
reversed,400,MsdRadixQuickSort,2043458,3479
reversed,400,MsdRadixSort,1050167,0
reversed,400,QuickSort,2336375,33552
reversed,400,StringMergeSort,871542,1527
reversed,400,TernaryQuickSort,2572417,6289
reversed,500,MergeSort,940625,3787
reversed,500,MsdRadixQuickSort,2659958,4285
reversed,500,MsdRadixSort,1308042,0
reversed,500,QuickSort,2988958,43865
reversed,500,StringMergeSort,1035792,1870
reversed,500,TernaryQuickSort,3208250,7683
reversed,600,MergeSort,1182875,4879
reversed,600,MsdRadixQuickSort,3019250,5013
reversed,600,MsdRadixSort,1573416,0
reversed,600,QuickSort,4055833,52360
reversed,600,StringMergeSort,1284292,2338
reversed,600,TernaryQuickSort,3764209,9786
reversed,700,MergeSort,1370917,5904
reversed,700,MsdRadixQuickSort,3447917,5648
reversed,700,MsdRadixSort,1901875,0
reversed,700,QuickSort,4339166,59265
reversed,700,StringMergeSort,1508875,2815
reversed,700,TernaryQuickSort,4296792,10344
reversed,800,MergeSort,1581291,6670
reversed,800,MsdRadixQuickSort,4027334,6682
reversed,800,MsdRadixSort,2160541,0
reversed,800,QuickSort,5011208,67842
reversed,800,StringMergeSort,1743584,3125
reversed,800,TernaryQuickSort,4930083,12262
reversed,900,MergeSort,1792042,7472
reversed,900,MsdRadixQuickSort,4566417,7437
reversed,900,MsdRadixSort,2307542,0
reversed,900,QuickSort,5232041,77862
reversed,900,StringMergeSort,1911167,3457
reversed,900,TernaryQuickSort,5567959,13623
reversed,1000,MergeSort,2031750,8141
reversed,1000,MsdRadixQuickSort,4987917,8592
reversed,1000,MsdRadixSort,2581334,0
reversed,1000,QuickSort,6055375,86468
reversed,1000,StringMergeSort,2239292,3757
reversed,1000,TernaryQuickSort,6148958,15411
reversed,1100,MergeSort,2171083,9311
reversed,1100,MsdRadixQuickSort,5531625,9346
reversed,1100,MsdRadixSort,2996625,0
reversed,1100,QuickSort,6836208,94347
reversed,1100,StringMergeSort,2426625,4240
reversed,1100,TernaryQuickSort,7017334,17382
reversed,1200,MergeSort,2435250,10362
reversed,1200,MsdRadixQuickSort,6137375,10480
reversed,1200,MsdRadixSort,3133000,0
reversed,1200,QuickSort,7900417,103681
reversed,1200,StringMergeSort,2650042,4656
reversed,1200,TernaryQuickSort,7643833,19719
reversed,1300,MergeSort,2704042,11389
reversed,1300,MsdRadixQuickSort,6544333,11445
reversed,1300,MsdRadixSort,3316584,0
reversed,1300,QuickSort,8063292,109734
reversed,1300,StringMergeSort,2849166,5093
reversed,1300,TernaryQuickSort,8400208,22014
reversed,1400,MergeSort,2825750,12475
reversed,1400,MsdRadixQuickSort,7028584,12045
reversed,1400,MsdRadixSort,3650417,0
reversed,1400,QuickSort,9482417,122857
reversed,1400,StringMergeSort,3137916,5640
reversed,1400,TernaryQuickSort,9262500,24394
reversed,1500,MergeSort,3201500,13286
reversed,1500,MsdRadixQuickSort,7734625,13047
reversed,1500,MsdRadixSort,3889958,0
reversed,1500,QuickSort,9576709,128842
reversed,1500,StringMergeSort,3409166,5928
reversed,1500,TernaryQuickSort,10230250,27130
reversed,1600,MergeSort,3304750,14174
reversed,1600,MsdRadixQuickSort,8151583,13671
reversed,1600,MsdRadixSort,4275625,0
reversed,1600,QuickSort,10111416,139950
reversed,1600,StringMergeSort,3607416,6275
reversed,1600,TernaryQuickSort,10914042,30139
reversed,1700,MergeSort,3479875,15155
reversed,1700,MsdRadixQuickSort,8467959,14508
reversed,1700,MsdRadixSort,4344792,0
reversed,1700,QuickSort,11497667,151244
reversed,1700,StringMergeSort,3782666,6692
reversed,1700,TernaryQuickSort,11169167,29940
reversed,1800,MergeSort,3724833,15813
reversed,1800,MsdRadixQuickSort,9242542,15278
reversed,1800,MsdRadixSort,4691500,0
reversed,1800,QuickSort,11881416,158660
reversed,1800,StringMergeSort,4046458,6916
reversed,1800,TernaryQuickSort,11852084,31489
reversed,1900,MergeSort,3942584,16651
reversed,1900,MsdRadixQuickSort,9394875,16242
reversed,1900,MsdRadixSort,4958584,0
reversed,1900,QuickSort,12538583,165168
reversed,1900,StringMergeSort,4304000,7312
reversed,1900,TernaryQuickSort,13472917,41089
reversed,2000,MergeSort,4165250,17353
reversed,2000,MsdRadixQuickSort,10164583,17359
reversed,2000,MsdRadixSort,5156750,0
reversed,2000,QuickSort,13509041,178191
reversed,2000,StringMergeSort,4561125,7608
reversed,2000,TernaryQuickSort,13759417,38562
reversed,2100,MergeSort,4382084,18410
reversed,2100,MsdRadixQuickSort,10724875,18100
reversed,2100,MsdRadixSort,5444750,0
reversed,2100,QuickSort,14534792,184014
reversed,2100,StringMergeSort,4729000,8069
reversed,2100,TernaryQuickSort,15131917,45169
reversed,2200,MergeSort,4528417,19858
reversed,2200,MsdRadixQuickSort,11091834,18777
reversed,2200,MsdRadixSort,5525250,0
reversed,2200,QuickSort,14220125,191788
reversed,2200,StringMergeSort,4925209,8664
reversed,2200,TernaryQuickSort,14709334,39808
reversed,2300,MergeSort,4836542,20835
reversed,2300,MsdRadixQuickSort,11580875,19747
reversed,2300,MsdRadixSort,5913833,0
reversed,2300,QuickSort,15343500,200298
reversed,2300,StringMergeSort,5275958,9011
reversed,2300,TernaryQuickSort,15290458,40999
reversed,2400,MergeSort,5019416,22015
reversed,2400,MsdRadixQuickSort,12060500,20688
reversed,2400,MsdRadixSort,6077666,0
reversed,2400,QuickSort,16552208,215039
reversed,2400,StringMergeSort,5484584,9432
reversed,2400,TernaryQuickSort,16248625,44322
reversed,2500,MergeSort,5377916,23109
reversed,2500,MsdRadixQuickSort,12750500,21390
reversed,2500,MsdRadixSort,6560791,0
reversed,2500,QuickSort,17147583,222824
reversed,2500,StringMergeSort,5769208,9926
reversed,2500,TernaryQuickSort,17234625,48125
reversed,2600,MergeSort,5515625,24234
reversed,2600,MsdRadixQuickSort,12966583,22089
reversed,2600,MsdRadixSort,6690833,0
reversed,2600,QuickSort,17707042,232799
reversed,2600,StringMergeSort,5986875,10373
reversed,2600,TernaryQuickSort,17883375,48535
reversed,2700,MergeSort,5774375,25168
reversed,2700,MsdRadixQuickSort,13881625,23343
reversed,2700,MsdRadixSort,6943709,0
reversed,2700,QuickSort,17926792,240452
reversed,2700,StringMergeSort,6156500,10704
reversed,2700,TernaryQuickSort,19356416,57971
reversed,2800,MergeSort,6145167,26244
reversed,2800,MsdRadixQuickSort,14129041,23900
reversed,2800,MsdRadixSort,7230917,0
reversed,2800,QuickSort,18603042,246861
reversed,2800,StringMergeSort,6481375,11172
reversed,2800,TernaryQuickSort,19851333,55551
reversed,2900,MergeSort,6255292,27317
reversed,2900,MsdRadixQuickSort,14602792,24767
reversed,2900,MsdRadixSort,7533916,0
reversed,2900,QuickSort,19327417,257758
reversed,2900,StringMergeSort,6596791,11613
reversed,2900,TernaryQuickSort,19784000,53701
reversed,3000,MergeSort,6494958,28113
reversed,3000,MsdRadixQuickSort,15271916,26376
reversed,3000,MsdRadixSort,7749458,0
reversed,3000,QuickSort,20656291,267346
reversed,3000,StringMergeSort,6944375,11894
reversed,3000,TernaryQuickSort,20568250,57627
reversed,100,MergeSort,173250,707
reversed,100,MsdRadixQuickSort,502666,879
reversed,100,MsdRadixSort,289209,0
reversed,100,QuickSort,472584,7734
reversed,100,StringMergeSort,189833,389
reversed,100,TernaryQuickSort,555250,1127
reversed,200,MergeSort,360166,1529
reversed,200,MsdRadixQuickSort,1022041,1728
reversed,200,MsdRadixSort,561083,0
reversed,200,QuickSort,1064709,16440
reversed,200,StringMergeSort,398083,796
reversed,200,TernaryQuickSort,1282792,2712
reversed,300,MergeSort,606625,2322
reversed,300,MsdRadixQuickSort,1502791,2668
reversed,300,MsdRadixSort,818042,0
reversed,300,QuickSort,1661750,24947
reversed,300,StringMergeSort,624125,1160
reversed,300,TernaryQuickSort,1821042,4218
reversed,400,MergeSort,782584,3184
reversed,400,MsdRadixQuickSort,2181542,3436
reversed,400,MsdRadixSort,1137125,0
reversed,400,QuickSort,2320208,33156
reversed,400,StringMergeSort,862125,1571
reversed,400,TernaryQuickSort,2460459,5834
reversed,500,MergeSort,939709,3854
reversed,500,MsdRadixQuickSort,2524583,4218
reversed,500,MsdRadixSort,1332375,0
reversed,500,QuickSort,2931250,42319
reversed,500,StringMergeSort,1048667,1877
reversed,500,TernaryQuickSort,3163875,8189
reversed,600,MergeSort,1175792,4956
reversed,600,MsdRadixQuickSort,3218334,5494
reversed,600,MsdRadixSort,1573083,0
reversed,600,QuickSort,3703959,51897
reversed,600,StringMergeSort,1282667,2376
reversed,600,TernaryQuickSort,3763084,9620
reversed,700,MergeSort,1407334,5988
reversed,700,MsdRadixQuickSort,3645625,5883
reversed,700,MsdRadixSort,1868500,0
reversed,700,QuickSort,4068583,57988
reversed,700,StringMergeSort,1533416,2837
reversed,700,TernaryQuickSort,4404000,10602
reversed,800,MergeSort,1589750,6751
reversed,800,MsdRadixQuickSort,4244917,7377
reversed,800,MsdRadixSort,2136542,0
reversed,800,QuickSort,5004208,69105
reversed,800,StringMergeSort,1750125,3165
reversed,800,TernaryQuickSort,4868959,12072
reversed,900,MergeSort,1887125,7573
reversed,900,MsdRadixQuickSort,4499000,7653
reversed,900,MsdRadixSort,2344917,0
reversed,900,QuickSort,5488083,77997
reversed,900,StringMergeSort,1926541,3558
reversed,900,TernaryQuickSort,5662417,14260
reversed,1000,MergeSort,1953792,8180
reversed,1000,MsdRadixQuickSort,4897042,8471
reversed,1000,MsdRadixSort,2536125,0
reversed,1000,QuickSort,6163458,85820
reversed,1000,StringMergeSort,2138375,3810
reversed,1000,TernaryQuickSort,6229209,16421
reversed,1100,MergeSort,2174042,9370
reversed,1100,MsdRadixQuickSort,5643791,9650
reversed,1100,MsdRadixSort,2791292,0
reversed,1100,QuickSort,7102583,94954
reversed,1100,StringMergeSort,2411208,4339
reversed,1100,TernaryQuickSort,7152167,18200
reversed,1200,MergeSort,2457333,10471
reversed,1200,MsdRadixQuickSort,6226167,10821
reversed,1200,MsdRadixSort,3225041,0
reversed,1200,QuickSort,7512625,102050
reversed,1200,StringMergeSort,2704583,4772
reversed,1200,TernaryQuickSort,7872958,20360
reversed,1300,MergeSort,2624292,11445
reversed,1300,MsdRadixQuickSort,6524041,11487
reversed,1300,MsdRadixSort,3337458,0
reversed,1300,QuickSort,8090458,114785
reversed,1300,StringMergeSort,2852708,5173
reversed,1300,TernaryQuickSort,8634000,23398
reversed,1400,MergeSort,2832084,12497
reversed,1400,MsdRadixQuickSort,7002917,12317
reversed,1400,MsdRadixSort,3586416,0
reversed,1400,QuickSort,8937125,120860
reversed,1400,StringMergeSort,3132167,5625
reversed,1400,TernaryQuickSort,9094667,23139
reversed,1500,MergeSort,3091375,13380
reversed,1500,MsdRadixQuickSort,7518292,12723
reversed,1500,MsdRadixSort,3970916,0
reversed,1500,QuickSort,9720334,128938
reversed,1500,StringMergeSort,3356417,6023
reversed,1500,TernaryQuickSort,10111375,26855
reversed,1600,MergeSort,3339625,14259
reversed,1600,MsdRadixQuickSort,8311500,13831
reversed,1600,MsdRadixSort,4177625,0
reversed,1600,QuickSort,10565625,139712
reversed,1600,StringMergeSort,3595084,6331
reversed,1600,TernaryQuickSort,10270167,26297
reversed,1700,MergeSort,3538917,15138
reversed,1700,MsdRadixQuickSort,8585500,14517
reversed,1700,MsdRadixSort,4355792,0
reversed,1700,QuickSort,10885833,146045
reversed,1700,StringMergeSort,3779834,6666
reversed,1700,TernaryQuickSort,11099000,29762
reversed,1800,MergeSort,3709125,15980
reversed,1800,MsdRadixQuickSort,9391500,15765
reversed,1800,MsdRadixSort,4726625,0
reversed,1800,QuickSort,12363541,156732
reversed,1800,StringMergeSort,4062916,7091
reversed,1800,TernaryQuickSort,11809834,30683
reversed,1900,MergeSort,3960416,16764
reversed,1900,MsdRadixQuickSort,9818000,16976
reversed,1900,MsdRadixSort,4834250,0
reversed,1900,QuickSort,12492875,167703
reversed,1900,StringMergeSort,4235750,7360
reversed,1900,TernaryQuickSort,13738083,38610
reversed,2000,MergeSort,4088958,17378
reversed,2000,MsdRadixQuickSort,10397583,16984
reversed,2000,MsdRadixSort,5268958,0
reversed,2000,QuickSort,13835000,175620
reversed,2000,StringMergeSort,4538166,7641
reversed,2000,TernaryQuickSort,13969750,37568
reversed,2100,MergeSort,4498000,18419
reversed,2100,MsdRadixQuickSort,10725500,18492
reversed,2100,MsdRadixSort,5380958,0
reversed,2100,QuickSort,14647792,186904
reversed,2100,StringMergeSort,4724250,8089
reversed,2100,TernaryQuickSort,14356500,38481
reversed,2200,MergeSort,4569459,19754
reversed,2200,MsdRadixQuickSort,11193083,18992
reversed,2200,MsdRadixSort,5583875,0
reversed,2200,QuickSort,13775875,189054
reversed,2200,StringMergeSort,4941167,8596
reversed,2200,TernaryQuickSort,14569167,37343
reversed,2300,MergeSort,4930750,20879
reversed,2300,MsdRadixQuickSort,11693709,20219
reversed,2300,MsdRadixSort,6082042,0
reversed,2300,QuickSort,15405209,198424
reversed,2300,StringMergeSort,5160250,9034
reversed,2300,TernaryQuickSort,15673500,43099
reversed,2400,MergeSort,5047209,22087
reversed,2400,MsdRadixQuickSort,12134834,20612
reversed,2400,MsdRadixSort,6137083,0
reversed,2400,QuickSort,15672500,205532
reversed,2400,StringMergeSort,5541917,9526
reversed,2400,TernaryQuickSort,16502041,43335
reversed,2500,MergeSort,5366166,23255
reversed,2500,MsdRadixQuickSort,12811583,21276
reversed,2500,MsdRadixSort,6462208,0
reversed,2500,QuickSort,18445333,224573
reversed,2500,StringMergeSort,5747709,10065
reversed,2500,TernaryQuickSort,17503958,50268
reversed,2600,MergeSort,5491500,24264
reversed,2600,MsdRadixQuickSort,13018458,22503
reversed,2600,MsdRadixSort,6574583,0
reversed,2600,QuickSort,17020625,226639
reversed,2600,StringMergeSort,5959500,10436
reversed,2600,TernaryQuickSort,18073041,50474
reversed,2700,MergeSort,5785000,25197
reversed,2700,MsdRadixQuickSort,13734666,23225
reversed,2700,MsdRadixSort,6964709,0
reversed,2700,QuickSort,18601500,241399
reversed,2700,StringMergeSort,6175334,10719
reversed,2700,TernaryQuickSort,18535542,54263
reversed,2800,MergeSort,5965166,26221
reversed,2800,MsdRadixQuickSort,14409250,24824
reversed,2800,MsdRadixSort,7257750,0
reversed,2800,QuickSort,19006834,242297
reversed,2800,StringMergeSort,6464500,11140
reversed,2800,TernaryQuickSort,19210750,52825
reversed,2900,MergeSort,6165166,27277
reversed,2900,MsdRadixQuickSort,14541791,25217
reversed,2900,MsdRadixSort,7526125,0
reversed,2900,QuickSort,19451667,252365
reversed,2900,StringMergeSort,6735917,11564
reversed,2900,TernaryQuickSort,20384292,56125
reversed,3000,MergeSort,6506000,28228
reversed,3000,MsdRadixQuickSort,15182125,26044
reversed,3000,MsdRadixSort,7766709,0
reversed,3000,QuickSort,20440000,262682
reversed,3000,StringMergeSort,6876334,11994
reversed,3000,TernaryQuickSort,21047750,59863
reversed,100,MergeSort,172417,677
reversed,100,MsdRadixQuickSort,492625,807
reversed,100,MsdRadixSort,269583,0
reversed,100,QuickSort,466209,7449
reversed,100,StringMergeSort,191167,389
reversed,100,TernaryQuickSort,541250,1105
reversed,200,MergeSort,353959,1476
reversed,200,MsdRadixQuickSort,1005875,1712
reversed,200,MsdRadixSort,553042,0
reversed,200,QuickSort,1058167,15882
reversed,200,StringMergeSort,394958,780
reversed,200,TernaryQuickSort,1291125,2735
reversed,300,MergeSort,569167,2342
reversed,300,MsdRadixQuickSort,1505458,2516
reversed,300,MsdRadixSort,804459,0
reversed,300,QuickSort,1806041,25448
reversed,300,StringMergeSort,623750,1211
reversed,300,TernaryQuickSort,1802916,4140
reversed,400,MergeSort,758792,3156
reversed,400,MsdRadixQuickSort,2187833,3583
reversed,400,MsdRadixSort,1082958,0
reversed,400,QuickSort,2399459,33923
reversed,400,StringMergeSort,834625,1543
reversed,400,TernaryQuickSort,2360542,5350
reversed,500,MergeSort,942041,3840
reversed,500,MsdRadixQuickSort,2595250,4439
reversed,500,MsdRadixSort,1343084,0
reversed,500,QuickSort,2935959,40750
reversed,500,StringMergeSort,1124166,1839
reversed,500,TernaryQuickSort,3004666,7154
reversed,600,MergeSort,1165209,4970
reversed,600,MsdRadixQuickSort,3034584,5317
reversed,600,MsdRadixSort,1588750,0
reversed,600,QuickSort,3591125,51260
reversed,600,StringMergeSort,1276042,2394
reversed,600,TernaryQuickSort,3723375,8746
reversed,700,MergeSort,1397458,5866
reversed,700,MsdRadixQuickSort,3582375,6099
reversed,700,MsdRadixSort,1902625,0
reversed,700,QuickSort,4302125,59935
reversed,700,StringMergeSort,1505875,2730
reversed,700,TernaryQuickSort,4454208,11161
reversed,800,MergeSort,1582666,6711
reversed,800,MsdRadixQuickSort,4021958,6674
reversed,800,MsdRadixSort,2106334,0
reversed,800,QuickSort,4993125,67758
reversed,800,StringMergeSort,1745417,3130
reversed,800,TernaryQuickSort,5375000,12507
reversed,900,MergeSort,1784250,7597
reversed,900,MsdRadixQuickSort,4493959,7608
reversed,900,MsdRadixSort,2418334,0
reversed,900,QuickSort,5682958,77277
reversed,900,StringMergeSort,1921000,3547
reversed,900,TernaryQuickSort,5592250,14716
reversed,1000,MergeSort,1944500,8229
reversed,1000,MsdRadixQuickSort,5099750,8836
reversed,1000,MsdRadixSort,2593667,0
reversed,1000,QuickSort,6212667,84095
reversed,1000,StringMergeSort,2126792,3757
reversed,1000,TernaryQuickSort,6345709,16749
reversed,1100,MergeSort,2160875,9330
reversed,1100,MsdRadixQuickSort,5414208,9531
reversed,1100,MsdRadixSort,2851583,0
reversed,1100,QuickSort,7238584,95241
reversed,1100,StringMergeSort,2404583,4250
reversed,1100,TernaryQuickSort,7122750,18282
reversed,1200,MergeSort,2430792,10492
reversed,1200,MsdRadixQuickSort,6233000,10640
reversed,1200,MsdRadixSort,3152750,0
reversed,1200,QuickSort,7264000,97750
reversed,1200,StringMergeSort,2769500,4775
reversed,1200,TernaryQuickSort,7834291,20138
reversed,1300,MergeSort,2656292,11436
reversed,1300,MsdRadixQuickSort,6629292,11153
reversed,1300,MsdRadixSort,3313833,0
reversed,1300,QuickSort,7787791,108032
reversed,1300,StringMergeSort,2830125,5133
reversed,1300,TernaryQuickSort,8816666,24697
reversed,1400,MergeSort,2832917,12344
reversed,1400,MsdRadixQuickSort,7008625,11907
reversed,1400,MsdRadixSort,3580958,0
reversed,1400,QuickSort,9740708,122936
reversed,1400,StringMergeSort,3183958,5501
reversed,1400,TernaryQuickSort,9108791,24088
reversed,1500,MergeSort,3117583,13304
